Country Name,Country Code,Series Name,Series Code,2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Angola,AGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,18.9890352,23.18959726,13.81709771,2.412909701,3.452874648,3.873330694,5.177593943,6.842716537,4.703970617,2.999747493,-0.813494096
Angola,AGO,GDP per capita,NY.GDP.PCAP.KD,2741.712283,3259.232322,3579.702774,3537.619888,3531.416878,3539.543078,3592.623771,3705.255352,3746.660488,3729.003541,3576.186894
Angola,AGO,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,4578.827718,5443.117933,5978.323249,5908.042248,5897.682841,5911.254092,5999.902106,6188.003756,6257.152874,6227.664689,5972.451513
Antigua and Barbuda,ATG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,12.72850745,9.25942056,-0.030133268,-12.10753619,-7.200024461,-2.079127047,3.506609222,-0.103939141,5.101940364,4.060218963,5.342479435
Antigua and Barbuda,ATG,GDP per capita,NY.GDP.PCAP.KD,14325.48102,15466.9528,15278.87405,13270.6971,12174.69786,11789.79908,12069.81138,11928.21847,12403.52822,12771.76758,13315.50863
Antigua and Barbuda,ATG,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,22606.84091,24408.18152,24111.37708,20942.30118,19212.72013,18605.31675,19047.20024,18823.75445,19573.83412,20154.94749,21013.01763
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.0471515,9.007650875,4.057233103,-5.918525076,10.12539816,6.003951693,-1.026420454,2.405323781,-2.512615321,2.731159828,-1.82254217
Argentina,ARG,GDP per capita,NY.GDP.PCAP.KD,9112.113163,9830.68092,10125.12627,9428.502541,10276.2605,10780.01566,10557.88539,10699.19772,10323.20694,10498.59253,10206.24955
Argentina,ARG,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,16592.26489,17900.70634,18436.86247,17168.37894,18712.06308,19629.35185,19224.8744,19482.1903,18797.54795,19116.90791,18584.58
Armenia,ARM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,13.19800352,13.74920196,6.900000002,-14.14998864,2.199999999,4.699999999,7.200000003,3.300000002,3.600000001,3.200000002,0.199999998
Armenia,ARM,GDP per capita,NY.GDP.PCAP.KD,2933.833478,3366.162187,3629.157702,3136.811727,3218.381655,3371.672831,3606.480554,3710.575743,3827.343195,3935.288772,3932.554617
Armenia,ARM,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,6110.226191,7010.627056,7558.361648,6532.964231,6702.848006,7022.103943,7511.132482,7727.929092,7971.117928,8195.93365,8190.239289
Aruba,ABW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.355119443,-3.654626242,-6.881302064,-5.653502086,..,..,..,..,..,..,..
Aruba,ABW,GDP per capita,NY.GDP.PCAP.KD,..,..,..,..,24271.94042,..,..,..,..,..,..
Aruba,ABW,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,..,..,..,..,..,35973.78051,..,..,..,..,..
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.834232512,3.77732903,3.65776676,1.922727293,2.052942004,2.451105083,3.891940026,2.639482357,2.558337523,2.351136441,2.827310511
Australia,AUS,GDP per capita,NY.GDP.PCAP.KD,49408.05274,50955.05595,51770.90715,51689.91356,51936.88871,52475.66325,53553.23394,54008.70819,54546.20306,55017.24802,55731.49557
Australia,AUS,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,39445.13292,40680.18963,41331.52797,41266.86638,41464.04007,41894.17305,42754.45629,43118.08613,43547.19748,43923.25827,44493.48089
Austria,AUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.454041032,3.727415176,1.460425193,-3.764580483,1.837094592,2.922797636,0.680444374,0.025504101,0.828733875,1.091854232,1.450915438
Austria,AUT,GDP per capita,NY.GDP.PCAP.KD,45951.73469,47510.29379,48053.48308,46123.49069,46858.04327,48065.31671,48172.2377,47901.36543,47922.33985,47905.54315,48077.87836
Austria,AUT,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,42498.00733,43939.42529,44441.78853,42656.85416,43336.19785,44452.73275,44551.61757,44301.10403,44320.50201,44304.96776,44464.35027
Azerbaijan,AZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,34.49999951,25.04899952,10.77242078,9.410653764,4.854339324,0.065922768,2.200000188,5.796678396,2,1.099999809,-3.100000202
Azerbaijan,AZE,GDP per capita,NY.GDP.PCAP.KD,3923.658154,4851.176909,5262.101356,5639.001689,5842.805784,5770.969703,5820.079847,6078.320649,6122.980489,6117.030862,5861.511962
Azerbaijan,AZE,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,10711.18227,13243.21286,14364.99423,15393.89329,15950.25746,15754.15236,15888.218,16593.18876,16715.10552,16698.86365,16001.3234
"Bahamas, The",BHS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.516849119,1.446544635,-2.323966973,-4.175260401,1.538777407,0.612897452,3.08668686,-0.410428618,-0.147988573,1.044959524,-1.689549856
"Bahamas, The",BHS,GDP per capita,NY.GDP.PCAP.KD,31180.61512,31031.231,29758.2498,28019.14864,27979.11493,27710.10196,28145.35866,27643.39521,27246.48486,27198.9076,26439.05364
"Bahamas, The",BHS,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,32565.70703,32409.68704,31080.15801,29263.80325,29221.99118,28941.02823,29395.61972,28871.35826,28456.81653,28407.12582,27613.51794
Bahrain,BHR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.468567672,8.292443822,6.245128341,2.539772469,4.334407088,1.983823256,3.732251521,5.416503715,4.34984233,2.861967825,3.215933639
Bahrain,BHR,GDP per capita,NY.GDP.PCAP.KD,21796.01514,21838.07457,21563.65067,20797.00522,20722.10389,20514.75639,20921.19971,21799.65217,22390.68285,22436.20753,22291.40425
Bahrain,BHR,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,42673.08063,42755.4262,42218.14849,40717.18041,40570.53569,40164.58274,40960.33318,42680.20134,43837.34406,43926.47404,43642.97257
Bangladesh,BGD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.671868265,7.058636206,6.013789759,5.045124794,5.571802274,6.46438388,6.521435078,6.013596067,6.061093054,6.552633316,7.113465228
Bangladesh,BGD,GDP per capita,NY.GDP.PCAP.KD,630.04818,666.4014472,698.564892,725.76626,757.6717572,797.4116804,839.5136872,879.5819661,922.161128,971.641988,1029.577979
Bangladesh,BGD,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,2031.271293,2148.473993,2252.168733,2339.865769,2442.728888,2570.850145,2706.586745,2835.76662,2973.041565,3132.56754,3319.352805
Barbados,BRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.7,1.8,0.1,-4,0.3,0.7,0.3,0,0,0.9,2
Barbados,BRB,GDP per capita,NY.GDP.PCAP.KD,16532.82987,16762.70906,16708.74022,15974.09087,15959.02979,16011.6377,16003.55202,15951.20932,15901.90093,15998.0488,16273.40659
Barbados,BRB,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,17008.26325,17244.75307,17189.23225,16433.45664,16417.96245,16472.0832,16463.765,16409.91709,16359.19074,16458.10353,16741.37976
Belarus,BLR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.999994662,8.600006544,10.1999996,0.199995239,7.793697905,5.543710696,1.731392764,1.023985463,1.723085689,-3.829569366,-2.526450606
Belarus,BLR,GDP per capita,NY.GDP.PCAP.KD,4608.932088,5028.320019,5560.381904,5583.938524,6029.3968,6375.345039,6491.673382,6557.106572,6664.097249,6398.689735,6229.206745
Belarus,BLR,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,12410.32978,13539.60277,14972.26946,15035.69965,16235.17145,17166.69564,17479.9294,17656.11934,17944.20985,17229.55519,16773.19355
Belgium,BEL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.506140115,3.448973792,0.783173038,-2.253174635,2.744213272,1.798302659,0.234796924,0.200650444,1.293265235,1.426956809,1.412292015
Belgium,BEL,GDP per capita,NY.GDP.PCAP.KD,43782.13955,44960.79786,44956.36733,43591.27188,44380.17663,44556.03681,44337.57677,44209.74335,44676.66073,45052.36535,45457.89934
Belgium,BEL,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,40532.27304,41623.44174,41619.34008,40355.57312,41085.91894,41248.72534,41046.48119,40928.13661,41360.39558,41708.21234,42083.6443
Belize,BLZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.582560297,1.104310804,3.228494977,0.71311775,3.32444222,2.103950804,3.801292507,0.713299838,4.045302801,3.794991955,-0.486536511
Belize,BLZ,GDP per capita,NY.GDP.PCAP.KD,4424.437379,4358.469001,4385.175932,4307.221118,4344.150177,4333.361776,4397.770641,4332.882536,4411.855979,4482.496647,4367.499876
Belize,BLZ,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,8022.386276,7902.772467,7951.197453,7809.849846,7876.809586,7857.248066,7974.034168,7856.379109,7999.573692,8127.659294,7919.147241
Benin,BEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.947013747,5.986515522,4.889898637,2.32930121,2.110199297,2.962750351,4.816478241,7.189716312,6.351831941,2.095808383,3.96485991
Benin,BEN,GDP per capita,NY.GDP.PCAP.KD,730.2752556,752.2152147,767.0318188,763.154718,757.6959074,758.5775214,773.1827226,805.9671602,833.6408777,827.8354579,837.1990377
Benin,BEN,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,1752.95774,1805.622568,1841.188447,1831.881827,1818.778461,1820.894693,1855.953118,1934.649107,2001.077289,1987.14192,2009.618321
Bermuda,BMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.543865928,2.845890114,1.52789391,-5.284177149,-2.094113534,-3.33949441,-4.834540171,-2.511154431,..,..,..
Bermuda,BMU,GDP per capita,NY.GDP.PCAP.KD,91944.87381,94029.60803,94903.19153,89391.21118,88207.32756,86001.17117,81547.85524,79251.78166,..,..,..
Bermuda,BMU,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,58784.59329,60117.45991,60675.98209,57151.91913,56395.0078,54984.51039,52137.30037,50669.31477,..,..,..
Bhutan,BTN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.849365932,17.92582494,4.768354226,6.657223796,11.73085436,7.890913893,5.071709815,2.142496554,5.745455168,6.597448486,7.990705411
Bhutan,BTN,GDP per capita,NY.GDP.PCAP.KD,1601.915802,1848.566255,1898.052794,1986.135618,2178.921383,2310.003655,2387.005674,2399.918916,2500.260145,2628.189614,2801.27524
Bhutan,BTN,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,4719.665364,5446.362486,5592.162848,5851.678019,6419.675599,6805.878456,7032.74666,7070.792468,7366.424126,7743.337996,8253.293783
Bolivia,BOL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.797009171,4.564382752,6.148497195,3.357001259,4.126722565,5.204092718,5.122274661,6.796011706,5.460569752,4.857187895,4.263919404
Bolivia,BOL,GDP per capita,NY.GDP.PCAP.KD,1771.946897,1821.79722,1901.899802,1933.740102,1981.160705,2051.152292,2122.384564,2231.477241,2317.257186,2392.983973,2457.625962
Bolivia,BOL,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,4836.432529,4972.49627,5191.131904,5278.038268,5407.47022,5598.508445,5792.933051,6090.69557,6324.827258,6531.519398,6707.956184
Bosnia and Herzegovina,BIH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.378476821,5.728756912,5.583127589,-2.98966262,0.86798323,0.955704511,-0.821736963,2.349390744,1.149628083,3.07674732,3.144077384
Bosnia and Herzegovina,BIH,GDP per capita,NY.GDP.PCAP.KD,4160.563103,4405.285059,4664.091803,4545.227666,4614.829041,4700.887837,4714.227206,4882.803667,4992.948867,5190.293777,5382.624146
Bosnia and Herzegovina,BIH,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,8763.509254,9278.973885,9824.105697,9573.738874,9720.342177,9901.610202,9929.707283,10284.78455,10516.78644,10932.45948,11337.57026
Botswana,BWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.363871069,8.276763793,6.245437363,-7.652310203,8.563631748,6.048316367,4.456167213,11.34342425,4.149252786,-1.697930592,4.31550627
Botswana,BWA,GDP per capita,NY.GDP.PCAP.KD,5883.899059,6270.474082,6552.776641,5948.853248,6346.156204,6610.331922,6779.393897,7409.421155,7574.282097,7308.760621,7485.043912
Botswana,BWA,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,12362.92919,13175.17963,13768.33844,12499.4074,13334.1988,13889.27047,14244.49431,15568.27337,15914.67023,15356.77092,15727.1678
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.957296829,6.060353585,5.090857911,-0.125775154,7.541798636,3.985277615,1.933107889,3.010305581,0.508210254,-3.549767247,-3.468162856
Brazil,BRA,GDP per capita,NY.GDP.PCAP.KD,9761.834283,10244.26715,10656.86947,10538.77828,11224.15408,11560.41875,11673.77054,11915.41705,11870.14841,11351.56575,10868.65344
Brazil,BRA,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,12643.56501,13268.4139,13802.81799,13649.86584,14537.56719,14973.09847,15119.91214,15432.89363,15374.26151,14702.59127,14077.12141
Brunei Darussalam,BRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.397719678,0.154581812,-1.939714638,-1.764535541,2.598965746,3.745318352,0.912841671,-2.126028517,-2.34974675,-0.566814609,-2.46551471
Brunei Darussalam,BRN,GDP per capita,NY.GDP.PCAP.KD,37401.05316,36997.80726,35860.38878,34812.71469,35268.10117,36092.09698,35899.03737,34618.97291,33313.83278,32661.85702,31430.96266
Brunei Darussalam,BRN,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,85424.55836,84503.53876,81905.65813,79512.75501,80552.86447,82434.88309,81993.93208,79070.24593,76089.28657,74600.1643,71788.78339
Bulgaria,BGR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.874358379,7.344421909,6.021883402,-3.586145625,1.324087801,1.914905853,0.030969869,0.862165094,1.328756736,3.617459615,3.941097844
Bulgaria,BGR,GDP per capita,NY.GDP.PCAP.KD,5988.770951,6476.054203,6914.398435,6709.527315,6843.26695,7019.174046,7062.134977,7162.997793,7299.548771,7612.022364,7967.708169
Bulgaria,BGR,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,13374.91767,14463.18326,15442.15174,14984.60638,15283.29148,15676.15054,15772.09659,15997.3568,16302.32056,17000.17804,17794.54276
Burkina Faso,BFA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.253158604,5.655005118,7.29449815,2.962014371,5.373373126,6.626865192,6.452698755,5.792589317,4.326837357,3.894548057,5.924577561
Burkina Faso,BFA,GDP per capita,NY.GDP.PCAP.KD,527.9623495,541.268695,563.4470651,562.8419354,575.4464527,595.3932481,615.0970843,631.6121844,639.7095507,645.3698606,663.9617629
Burkina Faso,BFA,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,1305.924877,1338.838375,1393.696993,1392.200194,1423.377706,1472.716482,1521.454295,1562.304708,1582.333697,1596.334581,1642.322003
Burundi,BDI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.384657398,4.785831951,5.048118783,3.468425425,3.785902543,4.191625681,4.01936553,4.594054218,4.660918184,-3.921142751,-0.570434451
Burundi,BDI,GDP per capita,NY.GDP.PCAP.KD,223.4035903,226.3044415,229.8347014,230.0531709,231.1943256,233.518126,235.7052879,239.3310654,243.1019118,226.5280582,218.2835284
Burundi,BDI,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,738.0924903,747.6764747,759.3399325,760.0617234,763.8319302,771.5094237,778.7354836,790.7145176,803.1728374,748.4152713,721.1765615
Cabo Verde,CPV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.983750447,15.17068797,6.650520523,-1.270425968,1.466790097,3.968886345,1.081918279,0.802797601,0.611212666,1.006863728,3.817470428
Cabo Verde,CPV,GDP per capita,NY.GDP.PCAP.KD,2813.185404,3202.379263,3378.646197,3300.550986,3312.825985,3405.78186,3403.03108,3389.940005,3369.642709,3362.209968,3447.560077
Cabo Verde,CPV,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,4949.2259,5633.93311,5944.038825,5806.646232,5828.241588,5991.77849,5986.939054,5963.907977,5928.199025,5915.122633,6065.27874
Cambodia,KHM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.77108367,10.21257391,6.691577475,0.086696959,5.963078575,7.069569946,7.313345505,7.356665149,7.142571101,7.036087179,6.953094396
Cambodia,KHM,GDP per capita,NY.GDP.PCAP.KD,669.0363309,726.4605796,763.6913923,752.9779185,785.6928841,827.9784081,874.1614887,923.1138221,972.9792448,1024.872343,1079.113541
Cambodia,KHM,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,2148.332688,2332.726846,2452.278159,2417.876281,2522.926825,2658.709247,2807.007055,2964.19717,3124.319293,3290.952454,3465.125565
Cameroon,CMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.457668793,4.902201732,3.488800919,2.198664102,3.422507641,4.129277161,4.543265016,5.40426571,5.884059327,5.651463744,4.450453266
Cameroon,CMR,GDP per capita,NY.GDP.PCAP.KD,1272.882674,1299.290928,1308.235499,1300.84144,1309.122208,1326.646015,1349.951713,1385.235437,1428.215673,1469.637741,1495.443362
Cameroon,CMR,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,2848.724658,2907.826607,2927.844648,2911.296669,2929.829113,2969.047575,3021.20597,3100.17131,3196.361526,3289.064546,3346.817793
Canada,CAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.623412623,2.06274769,1.000360973,-2.949587643,3.08351422,3.141219001,1.745472283,2.475001859,2.855739204,1.000882494,1.414102746
Canada,CAN,GDP per capita,NY.GDP.PCAP.KD,48035.03579,48552.69643,48510.56777,46543.7922,47447.47602,48456.96457,48724.2458,49359.42247,50221.84198,50303.83685,50407.34133
Canada,CAN,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,41203.3504,41647.38781,41611.25081,39924.1959,40699.35513,41565.27122,41794.53892,42339.37888,43079.14252,43149.47584,43238.2596
Central African Republic,CAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.77108543,4.607534855,2.054130962,1.70923922,3.046634733,3.300719157,4.112797869,-36.69995244,1.040018047,4.799886081,4.531285963
Central African Republic,CAF,GDP per capita,NY.GDP.PCAP.KD,422.4389078,434.2507044,436.0739488,437.6016173,446.4436878,458.333018,475.6676415,300.4797421,302.5465308,314.9266856,325.7204657
Central African Republic,CAF,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,833.7663895,857.0792965,860.6778285,863.692983,881.1445508,904.6104858,938.8237795,593.0559545,597.135169,621.5698429,642.873494
Chad,TCD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.648262014,3.271499579,3.052691532,4.217695552,13.55010086,0.082869798,8.882576072,5.700001363,6.899985045,2.767675685,-6.255527085
Chad,TCD,GDP per capita,NY.GDP.PCAP.KD,812.0086003,811.0162819,808.8890039,815.9680472,896.5697341,867.9990632,914.1186511,934.702546,967.1027773,962.6559226,874.7670721
Chad,TCD,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,1743.617851,1741.487056,1736.919173,1752.119931,1925.195118,1863.845605,1962.87773,2007.077319,2076.650008,2067.101322,1878.378483
Chile,CHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.317176343,4.905324504,3.529530553,-1.564239443,5.844177296,6.110918829,5.318628,4.045004298,1.766739784,2.305257138,1.265867603
Chile,CHL,GDP per capita,NY.GDP.PCAP.KD,11833.95202,12285.04838,12588.69122,12268.44115,12860.17764,13518.76508,14109.14333,14551.04442,14681.33076,14893.88065,14958.56225
Chile,CHL,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,17890.59972,18572.56839,19031.61643,18547.46153,19442.05032,20437.70453,21330.23991,21998.30715,22195.27437,22516.60786,22614.39367
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,12.71947902,14.23138804,9.654289373,9.399813171,10.63614046,9.536443008,7.85626211,7.757635146,7.297665959,6.900204817,6.7
China,CHN,GDP per capita,NY.GDP.PCAP.KD,3069.304781,3487.845766,3805.025999,4142.038286,4560.512586,4971.544929,5336.060143,5721.693819,6108.238775,6496.624013,6894.464522
China,CHN,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,6411.042544,7285.274415,7947.787952,8651.725901,9525.818483,10384.3666,11145.75158,11951.24796,12758.64779,13569.89153,14400.88506
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.697515258,6.900627655,3.546804886,1.651549245,3.971800705,6.589511516,4.043943806,4.874065579,4.39360834,3.052016573,2.043059733
Colombia,COL,GDP per capita,NY.GDP.PCAP.KD,5596.734741,5910.29238,6048.094531,6078.315455,6250.655044,6592.402325,6789.525501,7051.04027,7291.691868,7446.182401,7531.982578
Colombia,COL,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,9760.134926,10306.94749,10547.26039,10599.9626,10900.50528,11496.47771,11840.24043,12296.29554,12715.96739,12985.38313,13135.0099
Comoros,COM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.646899868,0.800152799,0.400266855,1.949999978,2.199999982,2.600000088,2.999999972,3.499999994,2.061639469,1.015118459,2.200000023
Comoros,COM,GDP per capita,NY.GDP.PCAP.KD,803.113048,790.3674769,774.6849213,770.9947111,769.1742883,770.3227581,774.4709894,782.5169021,779.8398219,769.477378,768.4389602
Comoros,COM,"GDP per capita, PPP",NY.GDP.PCAP.PP.KD,1474.827429,1451.421611,1422.622349,1415.84569,1412.502687,1414.611723,1422.229487,1437.004907,1432.088748,1413.059277,1411.152339
"Congo, Dem. Rep.",COD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.320979565,6.259477765,6.225894269,2.85506401,7.107976576,6.87467089,7.086898947,8.481956636,9.470288098,6.91618781,2.399379098
